Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,Year,Disaster Type,Iso,Country Name,Occurrence,Total deaths,Injured,Affected,Homeless,Total affected,Total damage
Colombia,COL,"Population, total",SP.POP.TOTL,"16,480,384","16,982,313","17,500,166","18,033,548","18,581,972","19,144,220","19,721,464","20,311,369","20,905,061","21,490,948","22,061,214","22,611,988","23,146,803","23,674,505","24,208,022","24,756,969","25,323,412","25,905,124","26,502,172","27,113,510","27,737,905","28,375,995","29,027,158","29,687,096","30,350,082","31,011,686","31,669,780","32,324,326","32,975,533","33,624,442","34,271,563","34,916,770","35,558,683","36,195,170","36,823,539","37,441,980","38,049,040","38,645,409","39,234,059","39,819,279","40,403,959","40,988,909","41,572,493","42,152,147","42,724,157","43,285,636","43,835,744","44,374,647","44,901,660","45,416,276","45,918,101","46,406,446","46,881,018","47,342,363","47,791,393","48,228,704",null,1972,Landslide,COL,Colombia,1,70,null,null,null,null,null
Colombia,COL,"Population, total",SP.POP.TOTL,"16,480,384","16,982,313","17,500,166","18,033,548","18,581,972","19,144,220","19,721,464","20,311,369","20,905,061","21,490,948","22,061,214","22,611,988","23,146,803","23,674,505","24,208,022","24,756,969","25,323,412","25,905,124","26,502,172","27,113,510","27,737,905","28,375,995","29,027,158","29,687,096","30,350,082","31,011,686","31,669,780","32,324,326","32,975,533","33,624,442","34,271,563","34,916,770","35,558,683","36,195,170","36,823,539","37,441,980","38,049,040","38,645,409","39,234,059","39,819,279","40,403,959","40,988,909","41,572,493","42,152,147","42,724,157","43,285,636","43,835,744","44,374,647","44,901,660","45,416,276","45,918,101","46,406,446","46,881,018","47,342,363","47,791,393","48,228,704",null,1973,Flood,COL,Colombia,1,9,172,5000,null,5172,null
Colombia,COL,"Population, total",SP.POP.TOTL,"16,480,384","16,982,313","17,500,166","18,033,548","18,581,972","19,144,220","19,721,464","20,311,369","20,905,061","21,490,948","22,061,214","22,611,988","23,146,803","23,674,505","24,208,022","24,756,969","25,323,412","25,905,124","26,502,172","27,113,510","27,737,905","28,375,995","29,027,158","29,687,096","30,350,082","31,011,686","31,669,780","32,324,326","32,975,533","33,624,442","34,271,563","34,916,770","35,558,683","36,195,170","36,823,539","37,441,980","38,049,040","38,645,409","39,234,059","39,819,279","40,403,959","40,988,909","41,572,493","42,152,147","42,724,157","43,285,636","43,835,744","44,374,647","44,901,660","45,416,276","45,918,101","46,406,446","46,881,018","47,342,363","47,791,393","48,228,704",null,1973,Landslide,COL,Colombia,2,216,null,null,null,null,null
Colombia,COL,"Population, total",SP.POP.TOTL,"16,480,384","16,982,313","17,500,166","18,033,548","18,581,972","19,144,220","19,721,464","20,311,369","20,905,061","21,490,948","22,061,214","22,611,988","23,146,803","23,674,505","24,208,022","24,756,969","25,323,412","25,905,124","26,502,172","27,113,510","27,737,905","28,375,995","29,027,158","29,687,096","30,350,082","31,011,686","31,669,780","32,324,326","32,975,533","33,624,442","34,271,563","34,916,770","35,558,683","36,195,170","36,823,539","37,441,980","38,049,040","38,645,409","39,234,059","39,819,279","40,403,959","40,988,909","41,572,493","42,152,147","42,724,157","43,285,636","43,835,744","44,374,647","44,901,660","45,416,276","45,918,101","46,406,446","46,881,018","47,342,363","47,791,393","48,228,704",null,1974,Landslide,COL,Colombia,2,390,"1,000",null,null,1000,null
Colombia,COL,"Population, total",SP.POP.TOTL,"16,480,384","16,982,313","17,500,166","18,033,548","18,581,972","19,144,220","19,721,464","20,311,369","20,905,061","21,490,948","22,061,214","22,611,988","23,146,803","23,674,505","24,208,022","24,756,969","25,323,412","25,905,124","26,502,172","27,113,510","27,737,905","28,375,995","29,027,158","29,687,096","30,350,082","31,011,686","31,669,780","32,324,326","32,975,533","33,624,442","34,271,563","34,916,770","35,558,683","36,195,170","36,823,539","37,441,980","38,049,040","38,645,409","39,234,059","39,819,279","40,403,959","40,988,909","41,572,493","42,152,147","42,724,157","43,285,636","43,835,744","44,374,647","44,901,660","45,416,276","45,918,101","46,406,446","46,881,018","47,342,363","47,791,393","48,228,704",null,1976,Flood,COL,Colombia,1,47,null,null,null,null,null
Colombia,COL,"Population, total",SP.POP.TOTL,"16,480,384","16,982,313","17,500,166","18,033,548","18,581,972","19,144,220","19,721,464","20,311,369","20,905,061","21,490,948","22,061,214","22,611,988","23,146,803","23,674,505","24,208,022","24,756,969","25,323,412","25,905,124","26,502,172","27,113,510","27,737,905","28,375,995","29,027,158","29,687,096","30,350,082","31,011,686","31,669,780","32,324,326","32,975,533","33,624,442","34,271,563","34,916,770","35,558,683","36,195,170","36,823,539","37,441,980","38,049,040","38,645,409","39,234,059","39,819,279","40,403,959","40,988,909","41,572,493","42,152,147","42,724,157","43,285,636","43,835,744","44,374,647","44,901,660","45,416,276","45,918,101","46,406,446","46,881,018","47,342,363","47,791,393","48,228,704",null,1976,Landslide,COL,Colombia,1,13,16,null,null,16,null
Colombia,COL,"Population, total",SP.POP.TOTL,"16,480,384","16,982,313","17,500,166","18,033,548","18,581,972","19,144,220","19,721,464","20,311,369","20,905,061","21,490,948","22,061,214","22,611,988","23,146,803","23,674,505","24,208,022","24,756,969","25,323,412","25,905,124","26,502,172","27,113,510","27,737,905","28,375,995","29,027,158","29,687,096","30,350,082","31,011,686","31,669,780","32,324,326","32,975,533","33,624,442","34,271,563","34,916,770","35,558,683","36,195,170","36,823,539","37,441,980","38,049,040","38,645,409","39,234,059","39,819,279","40,403,959","40,988,909","41,572,493","42,152,147","42,724,157","43,285,636","43,835,744","44,374,647","44,901,660","45,416,276","45,918,101","46,406,446","46,881,018","47,342,363","47,791,393","48,228,704",null,1977,Landslide,COL,Colombia,1,null,null,null,100,100,null
Costa Rica,CRI,"Population, total",SP.POP.TOTL,"1,333,042","1,381,920","1,432,583","1,484,512","1,537,035","1,589,625","1,642,189","1,694,711","1,746,870","1,798,315","1,848,873","1,898,366","1,947,048","1,995,744","2,045,580","2,097,410","2,151,492","2,207,727","2,266,153","2,326,708","2,389,309","2,454,127","2,521,163","2,589,932","2,659,772","2,730,231","2,800,986","2,872,214","2,944,560","3,018,953","3,095,994","3,175,654","3,257,463","3,341,005","3,425,692","3,510,925","3,596,733","3,682,725","3,767,369","3,848,725","3,925,450","3,996,800","4,063,208","4,125,970","4,187,039","4,247,843","4,308,790","4,369,465","4,429,506","4,488,261","4,545,273","4,600,487","4,654,148","4,706,433","4,757,606","4,807,850",null,1963,Volcanic activity,CRI,Costa Rica,1,15,200,5000,null,5200,null
Costa Rica,CRI,"Population, total",SP.POP.TOTL,"1,333,042","1,381,920","1,432,583","1,484,512","1,537,035","1,589,625","1,642,189","1,694,711","1,746,870","1,798,315","1,848,873","1,898,366","1,947,048","1,995,744","2,045,580","2,097,410","2,151,492","2,207,727","2,266,153","2,326,708","2,389,309","2,454,127","2,521,163","2,589,932","2,659,772","2,730,231","2,800,986","2,872,214","2,944,560","3,018,953","3,095,994","3,175,654","3,257,463","3,341,005","3,425,692","3,510,925","3,596,733","3,682,725","3,767,369","3,848,725","3,925,450","3,996,800","4,063,208","4,125,970","4,187,039","4,247,843","4,308,790","4,369,465","4,429,506","4,488,261","4,545,273","4,600,487","4,654,148","4,706,433","4,757,606","4,807,850",null,1968,Volcanic activity,CRI,Costa Rica,1,87,null,12391,3280,15671,5000000
Costa Rica,CRI,"Population, total",SP.POP.TOTL,"1,333,042","1,381,920","1,432,583","1,484,512","1,537,035","1,589,625","1,642,189","1,694,711","1,746,870","1,798,315","1,848,873","1,898,366","1,947,048","1,995,744","2,045,580","2,097,410","2,151,492","2,207,727","2,266,153","2,326,708","2,389,309","2,454,127","2,521,163","2,589,932","2,659,772","2,730,231","2,800,986","2,872,214","2,944,560","3,018,953","3,095,994","3,175,654","3,257,463","3,341,005","3,425,692","3,510,925","3,596,733","3,682,725","3,767,369","3,848,725","3,925,450","3,996,800","4,063,208","4,125,970","4,187,039","4,247,843","4,308,790","4,369,465","4,429,506","4,488,261","4,545,273","4,600,487","4,654,148","4,706,433","4,757,606","4,807,850",null,1969,Flood,CRI,Costa Rica,1,7,23,4580,null,4603,4000000
Costa Rica,CRI,"Population, total",SP.POP.TOTL,"1,333,042","1,381,920","1,432,583","1,484,512","1,537,035","1,589,625","1,642,189","1,694,711","1,746,870","1,798,315","1,848,873","1,898,366","1,947,048","1,995,744","2,045,580","2,097,410","2,151,492","2,207,727","2,266,153","2,326,708","2,389,309","2,454,127","2,521,163","2,589,932","2,659,772","2,730,231","2,800,986","2,872,214","2,944,560","3,018,953","3,095,994","3,175,654","3,257,463","3,341,005","3,425,692","3,510,925","3,596,733","3,682,725","3,767,369","3,848,725","3,925,450","3,996,800","4,063,208","4,125,970","4,187,039","4,247,843","4,308,790","4,369,465","4,429,506","4,488,261","4,545,273","4,600,487","4,654,148","4,706,433","4,757,606","4,807,850",null,1970,Flood,CRI,Costa Rica,2,24,40,15200,null,15240,30000000
Costa Rica,CRI,"Population, total",SP.POP.TOTL,"1,333,042","1,381,920","1,432,583","1,484,512","1,537,035","1,589,625","1,642,189","1,694,711","1,746,870","1,798,315","1,848,873","1,898,366","1,947,048","1,995,744","2,045,580","2,097,410","2,151,492","2,207,727","2,266,153","2,326,708","2,389,309","2,454,127","2,521,163","2,589,932","2,659,772","2,730,231","2,800,986","2,872,214","2,944,560","3,018,953","3,095,994","3,175,654","3,257,463","3,341,005","3,425,692","3,510,925","3,596,733","3,682,725","3,767,369","3,848,725","3,925,450","3,996,800","4,063,208","4,125,970","4,187,039","4,247,843","4,308,790","4,369,465","4,429,506","4,488,261","4,545,273","4,600,487","4,654,148","4,706,433","4,757,606","4,807,850",null,1973,Drought,CRI,Costa Rica,1,null,null,null,null,null,null
Costa Rica,CRI,"Population, total",SP.POP.TOTL,"1,333,042","1,381,920","1,432,583","1,484,512","1,537,035","1,589,625","1,642,189","1,694,711","1,746,870","1,798,315","1,848,873","1,898,366","1,947,048","1,995,744","2,045,580","2,097,410","2,151,492","2,207,727","2,266,153","2,326,708","2,389,309","2,454,127","2,521,163","2,589,932","2,659,772","2,730,231","2,800,986","2,872,214","2,944,560","3,018,953","3,095,994","3,175,654","3,257,463","3,341,005","3,425,692","3,510,925","3,596,733","3,682,725","3,767,369","3,848,725","3,925,450","3,996,800","4,063,208","4,125,970","4,187,039","4,247,843","4,308,790","4,369,465","4,429,506","4,488,261","4,545,273","4,600,487","4,654,148","4,706,433","4,757,606","4,807,850",null,1973,Earthquake,CRI,Costa Rica,1,21,98,3563,84,3745,200000
Costa Rica,CRI,"Population, total",SP.POP.TOTL,"1,333,042","1,381,920","1,432,583","1,484,512","1,537,035","1,589,625","1,642,189","1,694,711","1,746,870","1,798,315","1,848,873","1,898,366","1,947,048","1,995,744","2,045,580","2,097,410","2,151,492","2,207,727","2,266,153","2,326,708","2,389,309","2,454,127","2,521,163","2,589,932","2,659,772","2,730,231","2,800,986","2,872,214","2,944,560","3,018,953","3,095,994","3,175,654","3,257,463","3,341,005","3,425,692","3,510,925","3,596,733","3,682,725","3,767,369","3,848,725","3,925,450","3,996,800","4,063,208","4,125,970","4,187,039","4,247,843","4,308,790","4,369,465","4,429,506","4,488,261","4,545,273","4,600,487","4,654,148","4,706,433","4,757,606","4,807,850",null,1975,Volcanic activity,CRI,Costa Rica,1,2,null,null,null,null,null
Costa Rica,CRI,"Population, total",SP.POP.TOTL,"1,333,042","1,381,920","1,432,583","1,484,512","1,537,035","1,589,625","1,642,189","1,694,711","1,746,870","1,798,315","1,848,873","1,898,366","1,947,048","1,995,744","2,045,580","2,097,410","2,151,492","2,207,727","2,266,153","2,326,708","2,389,309","2,454,127","2,521,163","2,589,932","2,659,772","2,730,231","2,800,986","2,872,214","2,944,560","3,018,953","3,095,994","3,175,654","3,257,463","3,341,005","3,425,692","3,510,925","3,596,733","3,682,725","3,767,369","3,848,725","3,925,450","3,996,800","4,063,208","4,125,970","4,187,039","4,247,843","4,308,790","4,369,465","4,429,506","4,488,261","4,545,273","4,600,487","4,654,148","4,706,433","4,757,606","4,807,850",null,1976,Volcanic activity,CRI,Costa Rica,1,null,null,70000,null,70000,null
Costa Rica,CRI,"Population, total",SP.POP.TOTL,"1,333,042","1,381,920","1,432,583","1,484,512","1,537,035","1,589,625","1,642,189","1,694,711","1,746,870","1,798,315","1,848,873","1,898,366","1,947,048","1,995,744","2,045,580","2,097,410","2,151,492","2,207,727","2,266,153","2,326,708","2,389,309","2,454,127","2,521,163","2,589,932","2,659,772","2,730,231","2,800,986","2,872,214","2,944,560","3,018,953","3,095,994","3,175,654","3,257,463","3,341,005","3,425,692","3,510,925","3,596,733","3,682,725","3,767,369","3,848,725","3,925,450","3,996,800","4,063,208","4,125,970","4,187,039","4,247,843","4,308,790","4,369,465","4,429,506","4,488,261","4,545,273","4,600,487","4,654,148","4,706,433","4,757,606","4,807,850",null,1976,Wildfire,CRI,Costa Rica,1,null,null,null,null,null,null
Cuba,CUB,"Population, total",SP.POP.TOTL,"7,141,129","7,289,828","7,450,404","7,618,359","7,787,149","7,951,928","8,110,428","8,263,547","8,413,329","8,563,191","8,715,123","8,869,961","9,025,299","9,176,051","9,315,371","9,438,445","9,544,268","9,634,677","9,711,393","9,777,287","9,835,177","9,884,219","9,925,618","9,966,733","10,017,061","10,082,990","10,167,998","10,269,276","10,379,080","10,486,110","10,582,082","10,664,577","10,735,775","10,797,556","10,853,435","10,906,048","10,955,372","11,000,431","11,041,893","11,080,506","11,116,787","11,151,472","11,184,540","11,214,837","11,240,680","11,261,052","11,275,199","11,284,043","11,290,239","11,297,442","11,308,133","11,323,570","11,342,631","11,362,505","11,379,111","11,389,562",null,1963,Storm,CUB,Cuba,1,"1,750",null,null,null,null,500000000
Cuba,CUB,"Population, total",SP.POP.TOTL,"7,141,129","7,289,828","7,450,404","7,618,359","7,787,149","7,951,928","8,110,428","8,263,547","8,413,329","8,563,191","8,715,123","8,869,961","9,025,299","9,176,051","9,315,371","9,438,445","9,544,268","9,634,677","9,711,393","9,777,287","9,835,177","9,884,219","9,925,618","9,966,733","10,017,061","10,082,990","10,167,998","10,269,276","10,379,080","10,486,110","10,582,082","10,664,577","10,735,775","10,797,556","10,853,435","10,906,048","10,955,372","11,000,431","11,041,893","11,080,506","11,116,787","11,151,472","11,184,540","11,214,837","11,240,680","11,261,052","11,275,199","11,284,043","11,290,239","11,297,442","11,308,133","11,323,570","11,342,631","11,362,505","11,379,111","11,389,562",null,1964,Storm,CUB,Cuba,1,null,null,null,null,null,null
Cuba,CUB,"Population, total",SP.POP.TOTL,"7,141,129","7,289,828","7,450,404","7,618,359","7,787,149","7,951,928","8,110,428","8,263,547","8,413,329","8,563,191","8,715,123","8,869,961","9,025,299","9,176,051","9,315,371","9,438,445","9,544,268","9,634,677","9,711,393","9,777,287","9,835,177","9,884,219","9,925,618","9,966,733","10,017,061","10,082,990","10,167,998","10,269,276","10,379,080","10,486,110","10,582,082","10,664,577","10,735,775","10,797,556","10,853,435","10,906,048","10,955,372","11,000,431","11,041,893","11,080,506","11,116,787","11,151,472","11,184,540","11,214,837","11,240,680","11,261,052","11,275,199","11,284,043","11,290,239","11,297,442","11,308,133","11,323,570","11,342,631","11,362,505","11,379,111","11,389,562",null,1966,Storm,CUB,Cuba,1,5,30,156000,18000,174030,18000000
Cuba,CUB,"Population, total",SP.POP.TOTL,"7,141,129","7,289,828","7,450,404","7,618,359","7,787,149","7,951,928","8,110,428","8,263,547","8,413,329","8,563,191","8,715,123","8,869,961","9,025,299","9,176,051","9,315,371","9,438,445","9,544,268","9,634,677","9,711,393","9,777,287","9,835,177","9,884,219","9,925,618","9,966,733","10,017,061","10,082,990","10,167,998","10,269,276","10,379,080","10,486,110","10,582,082","10,664,577","10,735,775","10,797,556","10,853,435","10,906,048","10,955,372","11,000,431","11,041,893","11,080,506","11,116,787","11,151,472","11,184,540","11,214,837","11,240,680","11,261,052","11,275,199","11,284,043","11,290,239","11,297,442","11,308,133","11,323,570","11,342,631","11,362,505","11,379,111","11,389,562",null,1968,Storm,CUB,Cuba,1,null,null,null,null,null,null
Cuba,CUB,"Population, total",SP.POP.TOTL,"7,141,129","7,289,828","7,450,404","7,618,359","7,787,149","7,951,928","8,110,428","8,263,547","8,413,329","8,563,191","8,715,123","8,869,961","9,025,299","9,176,051","9,315,371","9,438,445","9,544,268","9,634,677","9,711,393","9,777,287","9,835,177","9,884,219","9,925,618","9,966,733","10,017,061","10,082,990","10,167,998","10,269,276","10,379,080","10,486,110","10,582,082","10,664,577","10,735,775","10,797,556","10,853,435","10,906,048","10,955,372","11,000,431","11,041,893","11,080,506","11,116,787","11,151,472","11,184,540","11,214,837","11,240,680","11,261,052","11,275,199","11,284,043","11,290,239","11,297,442","11,308,133","11,323,570","11,342,631","11,362,505","11,379,111","11,389,562",null,1970,Storm,CUB,Cuba,1,20,null,null,null,null,null
Cuba,CUB,"Population, total",SP.POP.TOTL,"7,141,129","7,289,828","7,450,404","7,618,359","7,787,149","7,951,928","8,110,428","8,263,547","8,413,329","8,563,191","8,715,123","8,869,961","9,025,299","9,176,051","9,315,371","9,438,445","9,544,268","9,634,677","9,711,393","9,777,287","9,835,177","9,884,219","9,925,618","9,966,733","10,017,061","10,082,990","10,167,998","10,269,276","10,379,080","10,486,110","10,582,082","10,664,577","10,735,775","10,797,556","10,853,435","10,906,048","10,955,372","11,000,431","11,041,893","11,080,506","11,116,787","11,151,472","11,184,540","11,214,837","11,240,680","11,261,052","11,275,199","11,284,043","11,290,239","11,297,442","11,308,133","11,323,570","11,342,631","11,362,505","11,379,111","11,389,562",null,1976,Earthquake,CUB,Cuba,1,1,8,null,null,8,null
Cuba,CUB,"Population, total",SP.POP.TOTL,"7,141,129","7,289,828","7,450,404","7,618,359","7,787,149","7,951,928","8,110,428","8,263,547","8,413,329","8,563,191","8,715,123","8,869,961","9,025,299","9,176,051","9,315,371","9,438,445","9,544,268","9,634,677","9,711,393","9,777,287","9,835,177","9,884,219","9,925,618","9,966,733","10,017,061","10,082,990","10,167,998","10,269,276","10,379,080","10,486,110","10,582,082","10,664,577","10,735,775","10,797,556","10,853,435","10,906,048","10,955,372","11,000,431","11,041,893","11,080,506","11,116,787","11,151,472","11,184,540","11,214,837","11,240,680","11,261,052","11,275,199","11,284,043","11,290,239","11,297,442","11,308,133","11,323,570","11,342,631","11,362,505","11,379,111","11,389,562",null,1977,Flood,CUB,Cuba,1,7,null,18000,null,18000,null
Cyprus,CYP,"Population, total",SP.POP.TOTL,"572,929","576,395","577,691","577,912","578,629","580,971","585,311","591,304","598,491","606,117","613,619","620,860","628,000","635,109","642,335","649,755","657,526","665,528","673,252","680,013","685,406","689,173","691,711","694,074","697,717","703,693","712,340","723,380","736,477","751,047","766,611","783,138","800,660","818,814","837,166","855,389","873,246","890,733","908,040","925,491","943,287","961,482","979,883","998,150","1,015,827","1,032,586","1,048,293","1,063,040","1,077,010","1,090,486","1,103,685","1,116,644","1,129,303","1,141,652","1,153,658","1,165,300",null,1969,Storm,CYP,Cyprus,1,3,100,3000,null,3100,100000
Cyprus,CYP,"Population, total",SP.POP.TOTL,"572,929","576,395","577,691","577,912","578,629","580,971","585,311","591,304","598,491","606,117","613,619","620,860","628,000","635,109","642,335","649,755","657,526","665,528","673,252","680,013","685,406","689,173","691,711","694,074","697,717","703,693","712,340","723,380","736,477","751,047","766,611","783,138","800,660","818,814","837,166","855,389","873,246","890,733","908,040","925,491","943,287","961,482","979,883","998,150","1,015,827","1,032,586","1,048,293","1,063,040","1,077,010","1,090,486","1,103,685","1,116,644","1,129,303","1,141,652","1,153,658","1,165,300",null,1970,Epidemic,CYP,Cyprus,1,null,null,null,null,null,null
Denmark,DNK,"Population, total",SP.POP.TOTL,"4,579,603","4,611,687","4,647,727","4,684,483","4,722,072","4,759,012","4,797,381","4,835,354","4,864,883","4,891,860","4,928,757","4,963,126","4,991,596","5,021,861","5,045,297","5,059,862","5,072,596","5,088,419","5,104,248","5,116,801","5,123,027","5,121,572","5,117,810","5,114,297","5,111,619","5,113,691","5,120,534","5,127,024","5,129,516","5,132,594","5,140,939","5,154,298","5,171,370","5,188,628","5,206,180","5,233,373","5,263,074","5,284,991","5,304,219","5,321,799","5,339,616","5,358,783","5,375,931","5,390,574","5,404,523","5,419,432","5,437,272","5,461,438","5,493,621","5,523,095","5,547,683","5,570,572","5,591,572","5,614,932","5,643,475","5,676,002",null,1976,Storm,DNK,Denmark,1,null,null,null,null,null,null
Djibouti,DJI,"Population, total",SP.POP.TOTL,"83,636","88,499","94,200","100,622","107,584","114,963","122,868","131,403","140,461","149,891","159,667","169,370","179,212","190,536","205,157","224,182","248,619","277,622","308,213","336,254","358,960","374,683","384,743","392,908","404,589","423,470","451,068","485,565","523,266","558,810","588,356","610,679","627,063","639,215","649,878","661,076","673,202","685,644","698,256","710,652","722,562","734,088","745,459","756,656","767,644","778,406","788,941","799,309","809,639","820,097","830,802","841,802","853,069","864,554","876,174","887,861",null,1977,Flood,DJI,Djibouti,1,null,null,85000,6000,91000,2500000
Dominica,DMA,"Population, total",SP.POP.TOTL,"60,016","61,035","61,984","62,920","63,921","65,038","66,305","67,682","69,042","70,212","71,076","71,566","71,737","71,745","71,811","72,091","72,648","73,411","74,239","74,923","75,313","75,376","75,168","74,750","74,215","73,640","73,025","72,368","71,743","71,242","70,928","70,849","70,978","71,205","71,372","71,367","71,146","70,756","70,295","69,902","69,679","69,660","69,806","70,058","70,325","70,542","70,690","70,795","70,881","70,995","71,167","71,402","71,685","72,005","72,341","72,680",null,1963,Storm,DMA,Dominica,1,null,null,null,null,null,2600000
Dominica,DMA,"Population, total",SP.POP.TOTL,"60,016","61,035","61,984","62,920","63,921","65,038","66,305","67,682","69,042","70,212","71,076","71,566","71,737","71,745","71,811","72,091","72,648","73,411","74,239","74,923","75,313","75,376","75,168","74,750","74,215","73,640","73,025","72,368","71,743","71,242","70,928","70,849","70,978","71,205","71,372","71,367","71,146","70,756","70,295","69,902","69,679","69,660","69,806","70,058","70,325","70,542","70,690","70,795","70,881","70,995","71,167","71,402","71,685","72,005","72,341","72,680",null,1970,Storm,DMA,Dominica,1,null,null,null,null,null,null
Ecuador,ECU,"Population, total",SP.POP.TOTL,"4,545,548","4,676,858","4,812,892","4,953,735","5,099,470","5,250,120","5,405,692","5,566,057","5,730,908","5,899,842","6,072,520","6,248,831","6,428,707","6,611,916","6,798,205","6,987,393","7,179,399","7,374,235","7,571,953","7,772,652","7,976,449","8,183,194","8,392,935","8,606,214","8,823,746","9,045,977","9,272,905","9,504,132","9,739,179","9,977,380","10,218,085","10,460,988","10,705,670","10,951,200","11,196,476","11,440,576","11,683,480","11,924,991","12,163,887","12,398,691","12,628,596","12,852,753","13,072,056","13,289,600","13,509,645","13,735,232","13,967,490","14,205,479","14,447,600","14,691,310","14,934,692","15,177,280","15,419,493","15,661,312","15,902,916","16,144,363",null,1964,Drought,ECU,Ecuador,1,null,null,600000,null,600000,null
Ecuador,ECU,"Population, total",SP.POP.TOTL,"4,545,548","4,676,858","4,812,892","4,953,735","5,099,470","5,250,120","5,405,692","5,566,057","5,730,908","5,899,842","6,072,520","6,248,831","6,428,707","6,611,916","6,798,205","6,987,393","7,179,399","7,374,235","7,571,953","7,772,652","7,976,449","8,183,194","8,392,935","8,606,214","8,823,746","9,045,977","9,272,905","9,504,132","9,739,179","9,977,380","10,218,085","10,460,988","10,705,670","10,951,200","11,196,476","11,440,576","11,683,480","11,924,991","12,163,887","12,398,691","12,628,596","12,852,753","13,072,056","13,289,600","13,509,645","13,735,232","13,967,490","14,205,479","14,447,600","14,691,310","14,934,692","15,177,280","15,419,493","15,661,312","15,902,916","16,144,363",null,1965,Flood,ECU,Ecuador,1,null,null,50000,null,50000,4000000
Ecuador,ECU,"Population, total",SP.POP.TOTL,"4,545,548","4,676,858","4,812,892","4,953,735","5,099,470","5,250,120","5,405,692","5,566,057","5,730,908","5,899,842","6,072,520","6,248,831","6,428,707","6,611,916","6,798,205","6,987,393","7,179,399","7,374,235","7,571,953","7,772,652","7,976,449","8,183,194","8,392,935","8,606,214","8,823,746","9,045,977","9,272,905","9,504,132","9,739,179","9,977,380","10,218,085","10,460,988","10,705,670","10,951,200","11,196,476","11,440,576","11,683,480","11,924,991","12,163,887","12,398,691","12,628,596","12,852,753","13,072,056","13,289,600","13,509,645","13,735,232","13,967,490","14,205,479","14,447,600","14,691,310","14,934,692","15,177,280","15,419,493","15,661,312","15,902,916","16,144,363",null,1966,Landslide,ECU,Ecuador,1,50,null,null,null,null,null
Ecuador,ECU,"Population, total",SP.POP.TOTL,"4,545,548","4,676,858","4,812,892","4,953,735","5,099,470","5,250,120","5,405,692","5,566,057","5,730,908","5,899,842","6,072,520","6,248,831","6,428,707","6,611,916","6,798,205","6,987,393","7,179,399","7,374,235","7,571,953","7,772,652","7,976,449","8,183,194","8,392,935","8,606,214","8,823,746","9,045,977","9,272,905","9,504,132","9,739,179","9,977,380","10,218,085","10,460,988","10,705,670","10,951,200","11,196,476","11,440,576","11,683,480","11,924,991","12,163,887","12,398,691","12,628,596","12,852,753","13,072,056","13,289,600","13,509,645","13,735,232","13,967,490","14,205,479","14,447,600","14,691,310","14,934,692","15,177,280","15,419,493","15,661,312","15,902,916","16,144,363",null,1967,Epidemic,ECU,Ecuador,1,36,null,528,null,528,null
Ecuador,ECU,"Population, total",SP.POP.TOTL,"4,545,548","4,676,858","4,812,892","4,953,735","5,099,470","5,250,120","5,405,692","5,566,057","5,730,908","5,899,842","6,072,520","6,248,831","6,428,707","6,611,916","6,798,205","6,987,393","7,179,399","7,374,235","7,571,953","7,772,652","7,976,449","8,183,194","8,392,935","8,606,214","8,823,746","9,045,977","9,272,905","9,504,132","9,739,179","9,977,380","10,218,085","10,460,988","10,705,670","10,951,200","11,196,476","11,440,576","11,683,480","11,924,991","12,163,887","12,398,691","12,628,596","12,852,753","13,072,056","13,289,600","13,509,645","13,735,232","13,967,490","14,205,479","14,447,600","14,691,310","14,934,692","15,177,280","15,419,493","15,661,312","15,902,916","16,144,363",null,1967,Flood,ECU,Ecuador,1,null,100,20000,400,20500,100000
Ecuador,ECU,"Population, total",SP.POP.TOTL,"4,545,548","4,676,858","4,812,892","4,953,735","5,099,470","5,250,120","5,405,692","5,566,057","5,730,908","5,899,842","6,072,520","6,248,831","6,428,707","6,611,916","6,798,205","6,987,393","7,179,399","7,374,235","7,571,953","7,772,652","7,976,449","8,183,194","8,392,935","8,606,214","8,823,746","9,045,977","9,272,905","9,504,132","9,739,179","9,977,380","10,218,085","10,460,988","10,705,670","10,951,200","11,196,476","11,440,576","11,683,480","11,924,991","12,163,887","12,398,691","12,628,596","12,852,753","13,072,056","13,289,600","13,509,645","13,735,232","13,967,490","14,205,479","14,447,600","14,691,310","14,934,692","15,177,280","15,419,493","15,661,312","15,902,916","16,144,363",null,1969,Epidemic,ECU,Ecuador,1,400,null,40000,null,40000,null
